hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
1588,1232,410726171,Intl Falls Memorial Hospital,Intl Falls Memorial Hospital,1400 Highway 71,International Falls,MN,56649,27071,25,N,N,N,N,241322,Koochiching County,<100 beds,"November 20, 2023"
1589,1233,410758512,Madelia Health,Madelia Health,121 Drew Ave Se,Madelia,MN,56062,27165,25,N,N,N,N,241323,Watonwan County,<100 beds,"November 20, 2023"
1590,1234,411924645,Long Prairie Memorial Hospital,Long Prairie Memorial Hospital,50 Centracare Drive,Long Prairie,MN,56347,27153,34,N,N,N,N,241326,Todd County,<100 beds,"November 20, 2023"
1591,753,453791176,Sanford Bagley Medical Center,Sanford Bagley Medical Center,203 4th Street Nw,Bagley,MN,56621,27029,25,N,N,N,N,241328,Clearwater County,<100 beds,"November 20, 2023"
1592,1235,411842965,Lakewood Health System,Lakewood Health System,49725 County 83,Staples,MN,56479,27153,37,N,N,N,N,241329,Todd County,<100 beds,"November 20, 2023"
1593,1236,411865315,Melrose Area Hospital Centracare,Melrose Area Hospital Centracare,525 Main Street West,Melrose,MN,56352,27145,28,N,Y,N,N,241330,Stearns County,<100 beds,"November 20, 2023"
1594,1237,410721642,Albany Area Hospital,Albany Area Hospital,300 Third Avenue,Albany,MN,56307,27145,17,N,Y,N,N,241331,Stearns County,<100 beds,"November 20, 2023"
1595,57,383952644,Mayo Clinic Health Sys - St James,Mayo Clinic Health Sys - St James,1101 Moulton & Parsons Drive,St James,MN,56081,27165,25,N,N,N,N,241333,Watonwan County,<100 beds,"November 20, 2023"
1596,1239,410693877,St Elizabeth Hosp Of Wabasha  Inc,St Elizabeth Hosp Of Wabasha  Inc,1200 Fifth Grant Blvd West,Wabasha,MN,55981,27157,25,N,Y,N,N,241335,Wabasha County,<100 beds,"November 20, 2023"
1597,1240,410724034,Kittson Memorial Hospital,Kittson Memorial Hospital,1010 South Birch,Hallock,MN,56728,27069,15,N,N,N,N,241336,Kittson County,<100 beds,"November 20, 2023"
1598,1241,411384358,North Valley Health Center,North Valley Health Center,300 West Good Samaritan Drive,Warren,MN,56762,27089,12,N,N,N,N,241337,Marshall County,<100 beds,"November 20, 2023"
1599,57,383952644,Mayo Clnic Health System - Lake City,Mayo Clnic Health System - Lake City,500 West Grant St,Lake City,MN,55041,27157,18,N,Y,N,N,241338,Wabasha County,<100 beds,"November 20, 2023"
1600,1243,410307617,Hendricks Community Hospital Assoc,Hendricks Community Hospital Assoc,503 East Lincoln Street,Hendricks,MN,56136,27081,24,N,N,N,N,241339,Lincoln County,<100 beds,"November 20, 2023"
1601,1244,410841441,Northern Pines Medical Center,Northern Pines Medical Center,5211 Highway 110,Aurora,MN,55705,27137,16,N,Y,N,Y,241340,St. Louis County,<100 beds,"November 20, 2023"
1602,1245,843156881,Avera Granite Falls,Avera Granite Falls,345 Tenth Avenue,Granite Falls,MN,56241,27173,30,N,N,N,N,241343,Yellow Medicine County,<100 beds,"November 20, 2023"
1603,1246,411804205,Lifecare Medical Center,Lifecare Medical Center,715 Delmore Drive,Roseau,MN,56751,27135,15,N,N,N,N,241344,Roseau County,<100 beds,"November 20, 2023"
1604,57,383952644,Mayo Clinic Health System - Waseca,Mayo Clinic Health System - Waseca,501 N State Street,Waseca,MN,56093,27161,25,N,N,N,N,241345,Waseca County,<100 beds,"November 20, 2023"
1605,57,383952644,Cannon Falls Medical Center - Mayo,Cannon Falls Medical Center - Mayo,32021 County 24 Boulevard,Cannon Falls,MN,55009,27049,15,N,N,N,N,241346,Goodhue County,<100 beds,"November 20, 2023"
1606,753,453791176,Sanford Hospital Canby,Sanford Hospital Canby,112 Saint Olaf Avenue,Canby,MN,56220,27173,27,N,N,N,N,241347,Yellow Medicine County,<100 beds,"November 20, 2023"
1607,1249,410853163,Tyler Healthcare Center,Tyler Healthcare Center,240 Willow Street,Tyler,MN,56178,27081,20,N,N,N,N,241348,Lincoln County,<100 beds,"November 20, 2023"
1608,1209,411813221,Paynesville Area Hospital,Paynesville Area Hospital,200 First Street West,Paynesville,MN,56362,27145,36,N,Y,N,N,241349,Stearns County,<100 beds,"November 20, 2023"
1609,1250,845099016,Essentia Health Moose Lake,Essentia Health Moose Lake,710 Kenwood Avenue South,Moose Lake,MN,55767,27017,25,N,Y,N,N,241350,Carlton County,<100 beds,"November 20, 2023"
1610,1209,411813221,Carris Health-Redwood Llc,Carris Health-Redwood Llc,101 Caring Way,Redwood Falls,MN,56283,27127,31,N,N,N,N,241351,Redwood County,<100 beds,"November 20, 2023"
1611,57,383952644,Mayo Clinic Hlth Sys - Springfield,Mayo Clinic Hlth Sys - Springfield,625 North Jackson,Springfield,MN,56087,27015,24,N,N,N,N,241352,Brown County,<100 beds,"November 20, 2023"
1612,1252,411724637,Cuyuna Regional Medical Center,Cuyuna Regional Medical Center,320 East Main Street,Crosby,MN,56441,27035,42,N,N,N,N,241353,Crow Wing County,<100 beds,"November 20, 2023"
1613,1253,410713913,Tri County Hospital,Tri County Hospital,415 Jefferson Street North,Wadena,MN,56482,27159,49,N,N,N,N,241354,Wadena County,<100 beds,"November 20, 2023"
1614,1254,411949230,Glencoe Regional Health Services,Glencoe Regional Health Services,705 East 18th Streeet,Glencoe,MN,55336,27085,49,N,N,N,Y,241355,McLeod County,<100 beds,"November 20, 2023"
1615,1255,410785161,Mille Lacs Hospital,Mille Lacs Hospital,200 North Elm St,Onamia,MN,56359,27095,31,N,Y,N,N,241356,Mille Lacs County,<100 beds,"November 20, 2023"
1616,1256,410706143,First Care Medical Services,First Care Medical Services,900 Hilligoss Boulevard Se,Fosston,MN,56542,27119,50,N,Y,N,N,241357,Polk County,<100 beds,"November 20, 2023"
1617,1257,410919153,Avera Marshall Regional Medical Ctr,Avera Marshall Regional Medical Ctr,300 South Bruce Street,Marshall,MN,56258,27083,49,N,N,N,N,241359,Lyon County,<100 beds,"November 20, 2023"
1618,1258,410844574,Deer River Healthcare Center  Inc,Deer River Healthcare Center  Inc,115 10th Avenue Ne,Deer River,MN,56636,27061,20,N,N,N,Y,241360,Itasca County,<100 beds,"November 20, 2023"
1619,57,383952644,Mayo Clinic Health Sys - New Prague,Mayo Clinic Health Sys - New Prague,301 Second Street,New Prague,MN,56071,27139,25,N,Y,N,N,241361,Scott County,<100 beds,"November 20, 2023"
1620,1209,411813221,Cch-Monticello,Cch-Monticello,1013 Hart Boulevard,Monticello,MN,55362,27171,39,N,Y,N,N,241362,Wright County,<100 beds,"November 20, 2023"
1621,1260,363311936,Stevens Community Medical Center,Stevens Community Medical Center,400 East 1st Street,Morris,MN,56267,27149,49,N,N,N,N,241363,Stevens County,<100 beds,"November 20, 2023"
1622,1261,410743546,Community Memorial Hospital,Community Memorial Hospital,512 Skyline Boulevard,Cloquet,MN,55720,27017,36,N,Y,N,N,241364,Carlton County,<100 beds,"November 20, 2023"
1623,1262,845163224,Welia Health,Welia Health,301 Highway 65 South,Mora,MN,55051,27065,49,N,N,N,N,241367,Kanabec County,<100 beds,"November 20, 2023"
1624,1263,452438973,Cch - Sauk Centre,Cch - Sauk Centre,125 North Elm Street,Sauk Centre,MN,56378,27145,28,N,Y,N,N,241368,Stearns County,<100 beds,"November 20, 2023"
1625,1264,454165628,United Hospital District,United Hospital District,515 South Moore Street,Blue Earth,MN,56013,27043,43,N,N,N,N,241369,Faribault County,<100 beds,"November 20, 2023"
1626,1237,410721642,St Gabriels Hospital,St Gabriels Hospital,815 Se 2nd Street,Little Falls,MN,56345,27097,49,N,N,N,N,241370,Morrison County,<100 beds,"November 20, 2023"
1627,753,453791176,Sanford Hospital Luverne,Sanford Hospital Luverne,1600 N Kniss,Luverne,MN,56156,27133,28,N,N,N,N,241371,Rock County,<100 beds,"November 20, 2023"
1628,1265,410706115,Madison Healthcare Services,Madison Healthcare Services,900 Second Avenue,Madison,MN,56256,27073,12,N,N,N,N,241372,Lac qui Parle County,<100 beds,"November 20, 2023"
1629,1266,410837659,Minnesota Valley Health Center  Inc,Minnesota Valley Health Center  Inc,621 South Fourth Street,Le Sueur,MN,56058,27079,15,N,Y,N,N,241375,Le Sueur County,<100 beds,"November 20, 2023"
1630,1267,410695598,St Francis Medical Center,St Francis Medical Center,2400 St Francis Drive,Breckenridge,MN,56520,27167,25,Y,N,N,N,241377,Wilkin County,<100 beds,"November 20, 2023"
1631,1192,363261413,New Ulm Medical Center,New Ulm Medical Center,1324 Fifth Street North,New Ulm,MN,56073,27015,62,N,N,N,N,241378,Brown County,<100 beds,"November 20, 2023"
1632,1268,411763968,Prairie Ridge Hospital,Prairie Ridge Hospital,1411 Highway 79 East,Elbow Lake,MN,56531,27051,10,N,N,N,N,241379,Grant County,<100 beds,"November 20, 2023"
1633,1269,410695603,St Josephs Area Health Services,St Josephs Area Health Services,600 Pleasant Drive,Park Rapids,MN,56470,27057,50,N,N,N,N,241380,Hubbard County,<100 beds,"November 20, 2023"
1634,753,453791176,Sanford Thief River Falls,Sanford Thief River Falls,3001 Sanford Parkway,Thief River Falls,MN,56701,27113,36,N,N,N,N,241381,Pennington County,<100 beds,"November 20, 2023"
1635,1270,363379150,Gillette Childrens Specialty Health,Gillette Childrens Specialty Health,200 East University,St Paul,MN,55101,27123,60,N,Y,Y,Y,243300,Ramsey County,<100 beds,"November 20, 2023"
1636,1271,411754276,Childrens Hospital/Clinic St Paul,,345 North Smith Avenue,Saint Paul,MN,55102,27123,126,N,Y,Y,Y,243301,Ramsey County,100-299 beds,"November 20, 2023"
1637,1271,411754276,Childrens Health Care,Childrens Health Care,2525 Chicago Avenue South,Minneapolis,MN,55404,27053,279,N,Y,Y,Y,243302,Hennepin County,100-299 beds,"November 20, 2023"
1638,256,362193608,Shriners Hospital For Children,Shriners Hospital For Children,2025 East River Parkway,Minneapolis,MN,55414,27053,40,N,Y,Y,N,243303,Hennepin County,<100 beds,"November 20, 2023"
1639,1272,640741047,Tishomingo Health Services,Tishomingo Health Services,1777 Curtis Drive,Iuka,MS,38852,28141,48,N,N,N,N,250002,Tishomingo County,<100 beds,"November 20, 2023"
1640,1273,640662976,North Mississippi Medical Center,North Mississippi Medical Center,830 South Gloster Street,Tupelo,MS,38801,28081,650,N,N,N,N,250004,Lee County,>299 beds,"November 20, 2023"
1641,1274,630997281,Baptist Mem Hospital Union County,Baptist Mem Hospital Union County,Highway 30 West,New Albany,MS,38652,28145,153,N,N,N,N,250006,Union County,100-299 beds,"November 20, 2023"
1642,1275,640819193,Webster Health Services,Webster Health Services,70 Medical Plaza,Eupora,MS,39744,28155,43,N,N,N,N,250020,Webster County,<100 beds,"November 20, 2023"
1643,1276,320583236,Monroe Health Services  Inc,Monroe Health Services  Inc,1105 Earl Frye Blvd,Amory,MS,38821,28095,95,N,N,N,N,250025,Monroe County,<100 beds,"November 20, 2023"
1644,1277,646010402,Winston Medical Center,Winston Medical Center,17550 East Main Street,Louisville,MS,39339,28159,41,N,N,N,N,250027,Winston County,<100 beds,"November 20, 2023"
1645,1278,640772726,Baptist Mem Hospital North Miss,Baptist Mem Hospital North Miss,1100 Belk Boulevard,Oxford,MS,38655,28071,217,N,N,N,N,250034,Lafayette County,100-299 beds,"November 20, 2023"
1646,1279,640663760,Baptist Mem Hospital Booneville,Baptist Mem Hospital Booneville,100 Hospital Street,Booneville,MS,38829,28117,114,Y,N,N,N,250044,Prentiss County,100-299 beds,"November 20, 2023"
1647,1280,640303091,St Dominic-Jackson Memorial Hosp,St Dominic-Jackson Memorial Hosp,969 Lakeland Drive,Jackson,MS,39216,28049,571,Y,Y,N,Y,250048,Hinds County,>299 beds,"November 20, 2023"
1648,1281,237433467,Beacham Memorial Hospital,South Pike Hospital Association,205 N Cherry St,Magnolia,MS,39652,28113,37,N,N,N,N,250049,Pike County,<100 beds,"November 20, 2023"
1649,1282,640333594,Kings Daughters Medical Center,Kings Daughters Medical Center,427 Highway 51 North,Brookhaven,MS,39601,28085,122,N,N,N,N,250057,Lincoln County,100-299 beds,"November 20, 2023"
1650,1283,640668465,Clay County Medical Corporation,Clay County Medical Corporation,835 Medical Center Drive,West Point,MS,39773,28025,60,N,N,N,N,250067,Clay County,<100 beds,"November 20, 2023"
1651,1284,640345119,Rush Foundation Hospital,Rush Foundation Hospital,1314 19th Avenue,Meridian,MS,39301,28075,215,N,N,N,N,250069,Lauderdale County,100-299 beds,"November 20, 2023"
1652,1285,640362400,Anderson Regional Med Ctr-South Camp,Anderson Regional Med Ctr-South Camp,1102 Constitution Avenue,Meridian,MS,39301,28075,140,N,N,N,N,250081,Lauderdale County,100-299 beds,"November 20, 2023"
1653,1286,621519754,Baptist Mem Hospital Golden Triangle,Baptist Mem Hospital Golden Triangle,2520 Fifth Street North,Columbus,MS,39701,28087,328,N,N,N,N,250100,Lowndes County,>299 beds,"November 20, 2023"
1654,1287,640881013,Ms Baptist Medical Center,Ms Baptist Medical Center,1225 North State St,Jackson,MS,39202,28049,639,N,Y,N,Y,250102,Hinds County,>299 beds,"November 20, 2023"
1655,1285,640362400,Jeff Anderson Regional Medical Cente,Jeff Anderson Regional Medical Cente,2124 14th Street,Meridian,MS,39301,28075,260,N,N,N,N,250104,Lauderdale County,100-299 beds,"November 20, 2023"
1656,1288,851538878,Garden Park Community Hospital,Garden Park Community Hospital,15200 Community Road,Gulfport,MS,39503,28047,130,N,Y,N,Y,250123,Harrison County,100-299 beds,"November 20, 2023"
1657,1289,640324402,Magee General Hospital,Magee General Hospital,300 Se Third Avenue,Magee,MS,39111,28127,64,N,Y,N,N,250124,Simpson County,<100 beds,"November 20, 2023"
1658,1290,640682111,Baptist Mem Hospital Desoto,Baptist Mem Hospital Desoto,7601 Southcrest,Southaven,MS,38671,28033,161,N,Y,N,N,250141,DeSoto County,100-299 beds,"November 20, 2023"
1659,1291,237067206,Mississippi Methodist Rehab Center,Mississippi Methodist Rehab Center,1350 E Woodrow Wilson,Jackson,MS,39216,28049,124,N,Y,N,Y,250152,Hinds County,100-299 beds,"November 20, 2023"
1660,902,720502505,Ochsner Med Ctr - Hancock,Ochsner Med Ctr - Hancock,149 Drinkwater Blvd,Bay St Louis,MS,39520,28045,104,N,Y,N,N,250162,Hancock County,100-299 beds,"November 20, 2023"
1661,1292,640889822,Methodist H/C Olive Branch Hospital,Methodist H/C Olive Branch Hospital,4250 Bethel Road,Olive Branch,MS,38654,28033,60,N,Y,N,N,250167,DeSoto County,<100 beds,"November 20, 2023"
1662,1293,640770155,Se Lackey Memorial Hospital,Se Lackey Memorial Hospital,330 North Broad Steet,Forest,MS,39074,28123,35,N,N,N,N,251300,Scott County,<100 beds,"November 20, 2023"
1663,1294,640751410,Pontotoc Health Services,Pontotoc Health Services,176 South Main,Pontotoc,MS,38863,28115,25,N,N,N,N,251308,Pontotoc County,<100 beds,"November 20, 2023"
1664,1295,640844470,Baptist Medical Center - Yazoo,Baptist Medical Center - Yazoo,823 Grand Avenue,Yazoo City,MS,39194,28163,35,N,Y,N,N,251313,Yazoo County,<100 beds,"November 20, 2023"
1665,1296,452896080,Baptist Medical Center - Leake  Inc,Baptist Medical Center - Leake  Inc,1100 Highway 16 East,Carthage,MS,39051,28079,25,N,N,N,N,251315,Leake County,<100 beds,"November 20, 2023"
1666,1284,640345119,Hc Watkins Memorial Hospital,Hc Watkins Memorial Hospital,605 S Archusa Avenue,Quitman,MS,39355,28023,25,N,N,N,N,251316,Clarke County,<100 beds,"November 20, 2023"
1667,1297,870741588,Simpson General Hospital Cah,Simpson General Hospital Cah,1842 Simpson Hwy 149,Mendenhall,MS,39114,28127,35,N,Y,N,N,251317,Simpson County,<100 beds,"November 20, 2023"
1668,1298,201835779,Laird Hospital,Laird Hospital,25117 Hwy 15,Union,MS,39365,28099,25,N,N,N,N,251322,Neshoba County,<100 beds,"November 20, 2023"
1669,1299,260792328,Scott Regional Hospital,Scott Regional Hospital,317 Highway 13 South,Morton,MS,39117,28123,30,N,N,N,N,251323,Scott County,<100 beds,"November 20, 2023"
1670,1300,721379812,Jefferson Davis Community Hospital Cah,Prentiss Regional Hospital,1102 Rose Street,Prentiss,MS,39474,28065,35,N,N,N,N,251326,Jefferson Davis County,<100 beds,"November 20, 2023"
1671,1301,813257997,Bmh - Calhoun,Bmh - Calhoun,140 Burke Calhoun City Road,Calhoun,MS,38916,28013,30,N,N,N,N,251331,Calhoun County,<100 beds,"November 20, 2023"
1672,1302,271757642,John C Stennis Memorial Hospital,John C Stennis Memorial Hospital,14365 Highway 16 West,Dekalb,MS,39328,28069,25,N,N,N,N,251335,Kemper County,<100 beds,"November 20, 2023"
1673,1303,640306253,Baptist Medical Center - Attala,Baptist Medical Center - Attala,220 Highway 12 West,Kosciusko,MS,39090,28007,25,N,N,N,N,251336,Attala County,<100 beds,"November 20, 2023"
1674,1304,270814858,Mercy Hospital Joplin,Mercy Hospital Joplin,100 Mercy Way,Joplin,MO,64804,29097,367,Y,Y,N,N,260001,Jasper County,>299 beds,"November 20, 2023"
1675,1305,431343281,Ssm Health St Joseph Hospital - Sc,Ssm Health St Joseph Hospital - Sc,300 First Capitol Drive,St Charles,MO,63301,29183,362,N,Y,N,N,260005,St. Charles County,>299 beds,"November 20, 2023"
1676,1306,440545289,Heartland Regional Medical Center,Heartland Regional Medical Center,5325 Faraon,St Joseph,MO,64506,29021,353,N,Y,N,N,260006,Buchanan County,>299 beds,"November 20, 2023"
1677,1307,440579850,Ssm Health-St Marys-Jefferson City,Ssm Health-St Marys-Jefferson City,2505 Mission Drive,Jefferson City,MO,65109,29051,154,N,Y,N,N,260011,Cole County,100-299 beds,"November 20, 2023"
1678,1308,430653493,Mercy Hospital - St Louis,Mercy Hospital - St Louis,615 S New Ballas Road,St Louis,MO,63141,29189,859,N,Y,N,Y,260020,St. Louis County,>299 beds,"November 20, 2023"
1679,1309,430687077,Mercy Hospital Jefferson,Mercy Hospital Jefferson,Highway 61 South,Crystal City,MO,63019,29099,240,N,Y,N,N,260023,Jefferson County,100-299 beds,"November 20, 2023"
1680,1310,430662495,Hannibal Regional Hospital,Hannibal Regional Hospital,Highway 36  6000 Hospital Drive,Hannibal,MO,63401,29127,99,N,N,N,N,260025,Marion County,<100 beds,"November 20, 2023"
1681,527,753052953,Barnes-Jewish Hospital,Barnes-Jewish Hospital,One Barnes-Jewish Hospital Plaza,St Louis,MO,63110,29510,1737,N,Y,N,Y,260032,St. Louis city,>299 beds,"November 20, 2023"
1682,1311,440577118,Coxhealth,Coxhealth,1423 N Jefferson,Springfield,MO,65802,29077,592,N,Y,N,N,260040,Greene County,>299 beds,"November 20, 2023"
1683,1312,440546366,Capital Region Medical Center,Capital Region Medical Center,1125 South Madison Street,Jefferson City,MO,65102,29051,135,N,Y,N,N,260047,Cole County,100-299 beds,"November 20, 2023"
1684,1313,440661018,University Health Truman Med Center,University Health Truman Med Center,2301 Holmes Street,Kansas City,MO,64108,29095,283,N,Y,N,Y,260048,Jackson County,100-299 beds,"November 20, 2023"
1685,1314,832249459,Mosaic Medical Center - Maryville,Mosaic Medical Center - Maryville,2016 South Main Street,Maryville,MO,64468,29147,90,Y,N,N,N,260050,Nodaway County,<100 beds,"November 20, 2023"
1686,1308,430653493,Mercy Hospital - Washington,Mercy Hospital - Washington,901 E 5th Street,Washington,MO,63090,29071,185,N,Y,N,Y,260052,Franklin County,100-299 beds,"November 20, 2023"
1687,1315,440668347,Cameron Regional Medical Center,Cameron Regional Medical Center,1600 East Evergreen,Cameron,MO,64429,29049,49,N,Y,N,N,260057,Clinton County,<100 beds,"November 20, 2023"
1688,1316,431767432,Mercy Hospital Lebanon,Mercy Hospital Lebanon,100 Hospital Drive,Lebanon,MO,65536,29105,48,Y,N,N,N,260059,Laclede County,<100 beds,"November 20, 2023"
1689,1317,440565393,St Lukes Northland Hospital - Barry Road,Saint Lukes North Hospital,5830 Nw Barry Road,Kansas City,MO,64154,29165,147,N,Y,N,Y,260062,Platte County,100-299 beds,"November 20, 2023"
1690,1318,431550298,Ssm Health-St Marys Audrain,Ssm Health-St Marys Audrain,620 E Monroe,Mexico,MO,65265,29007,70,N,N,N,N,260064,Audrain County,<100 beds,"November 20, 2023"
1691,1319,440552485,Mercy Hospital Springfield,Mercy Hospital Springfield,1235 East Cherokee Street,Springfield,MO,65804,29077,866,N,Y,N,N,260065,Greene County,>299 beds,"November 20, 2023"
1692,1320,431279063,Boone Hospital Center,Boone Hospital Center,1600 E Broadway,Columbia,MO,65201,29019,394,N,Y,N,N,260068,Boone County,>299 beds,"November 20, 2023"
1693,1321,436004544,Pemiscot County Memorial Hospital,Pemiscot County Memorial Hospital,Highway 61 And Reed,Hayti,MO,63851,29155,102,N,N,N,N,260070,Pemiscot County,100-299 beds,"November 20, 2023"
1694,1322,430980256,Mercy Hospital South,Mercy Hospital South,10010 Kennerly Road,Saint Louis,MO,63128,29189,767,N,Y,N,N,260077,St. Louis County,>299 beds,"November 20, 2023"
1695,1323,446005758,Ozarks Medical Center,Ozarks Medical Center,1100 Kentucky Avenue,West Plains,MO,65775,29091,120,N,N,N,N,260078,Howell County,100-299 beds,"November 20, 2023"
1696,1324,273868479,Southeasthealth Center Of Ripley Cou,Southeasthealth Center Of Ripley Cou,109 Plum Street,Doniphan,MO,63935,29181,30,N,N,N,N,260080,Ripley County,<100 beds,"November 20, 2023"
1697,1305,431343281,Ssm Health St Clare Hospital,Ssm Health St Clare Hospital,1015 Bowles Ave,Fenton,MO,63026,29099,180,N,Y,N,N,260081,Jefferson County,100-299 beds,"November 20, 2023"
1698,1325,440546292,St Joseph Medical Center,,1000 Carondelet Dr,Kansas City,MO,64114,29095,300,N,Y,N,Y,260085,Jackson County,>299 beds,"November 20, 2023"
1699,1305,431343281,Ssm Health St Marys Hospital - Stl,Ssm Health St Marys Hospital - Stl,6420 Clayton Road,St Louis,MO,63117,29189,690,N,Y,N,Y,260091,St. Louis County,>299 beds,"November 20, 2023"
1700,1326,440584290,Cox Medical Center Branson,Cox Medical Center Branson,251 Skaggs Road,Branson,MO,65615,29213,99,N,N,N,N,260094,Taney County,<100 beds,"November 20, 2023"
1701,1313,440661018,University Health Lakewood Med Ctr,University Health Lakewood Med Ctr,7900 Lees Summit Road,Kansas City,MO,64139,29095,304,N,Y,N,Y,260102,Jackson County,>299 beds,"November 20, 2023"
1702,1305,431343281,Ssm Health Depaul Hospital,Ssm Health Depaul Hospital,12303 Depaul Drive,Bridgeton,MO,63044,29189,538,Y,Y,N,N,260104,St. Louis County,>299 beds,"November 20, 2023"
1703,1327,474196634,Ssm Saint Louis University Hospital,Ssm Saint Louis University Hospital,1201 South Grand Blvd,St Louis,MO,63110,29510,356,Y,Y,N,Y,260105,St. Louis city,>299 beds,"November 20, 2023"
1704,527,753052953,Missouri Baptist Medical Center,Missouri Baptist Medical Center,3015 N Ballas Road,St Louis,MO,63131,29189,494,N,Y,N,Y,260108,St. Louis County,>299 beds,"November 20, 2023"
1705,1328,430654874,Southeasthealth,Southeasthealth,1701 Lacey Street,Cape Girardeau,MO,63701,29031,281,N,Y,N,N,260110,Cape Girardeau County,100-299 beds,"November 20, 2023"
1706,1329,430633449,Missouri Delta Medical Center,Missouri Delta Medical Center,1008 N Main,Sikeston,MO,63801,29143,188,N,N,N,N,260113,New Madrid County,100-299 beds,"November 20, 2023"
1707,527,753052953,Missouri Baptist Hospital Sullivan,Missouri Baptist Hospital Sullivan,751 Sappington Bridge Rd,Sullivan,MO,63080,29071,75,N,Y,N,N,260115,Franklin County,<100 beds,"November 20, 2023"
1708,527,753052953,Parkland Health Center - Weber Road,,1212 Weber Rd,Farmington,MO,63640,29187,127,N,N,N,Y,260116,St. Francois County,100-299 beds,"November 20, 2023"
1709,1330,431704371,Freeman Oak Hill Health System,Freeman Oak Hill Health System,1102 West 32nd Street,Joplin,MO,64804,29097,381,N,Y,N,Y,260137,Jasper County,>299 beds,"November 20, 2023"
1710,801,440545297,Saint Lukes Hospital Of Kansas City,Saint Lukes Hospital Of Kansas City,4401 Wornall Road,Kansas City,MO,64111,29095,642,N,Y,N,Y,260138,Jackson County,>299 beds,"November 20, 2023"
1711,1331,440655986,John Fitzgibbon Memorial Hospital,John Fitzgibbon Memorial Hospital,2305 South Highway 65,Marshall,MO,65340,29195,60,N,N,N,N,260142,Saline County,<100 beds,"November 20, 2023"
1712,527,753052953,Christian Hospital Northwest,,1225 Graham Road,Florissant,MO,63031,29189,223,N,Y,N,Y,260159,St. Louis County,100-299 beds,"November 20, 2023"
1713,1328,430654874,Southeasthealth Center Of Stoddard C,Southeasthealth Center Of Stoddard C,1200 North One Mile Road,Dexter,MO,63841,29207,50,N,N,N,N,260160,Stoddard County,<100 beds,"November 20, 2023"
1714,527,753052953,Barnes Jewish West County Hospital,Barnes Jewish West County Hospital,12630 Olive Street,Creve Coeur,MO,63141,29189,113,N,Y,N,Y,260162,St. Louis County,100-299 beds,"November 20, 2023"
1715,527,753052953,Parkland Health Center - Farmington,Parkland Health Center - Farmington,1101 West Liberty,Farmington,MO,63640,29187,133,N,N,N,N,260163,St. Francois County,100-299 beds,"November 20, 2023"
1716,1332,824314522,St Lukes Des Peres Hospital,St Lukes Des Peres Hospital,2345 Dougherty Ferry,St Louis,MO,63122,29189,143,N,Y,N,Y,260176,St. Louis County,100-299 beds,"November 20, 2023"
1717,1333,430652680,St Lukes Hospital,St Lukes Hospital,232 S Woods Mill Rd,Chesterfield,MO,63017,29189,493,N,Y,N,Y,260179,St. Louis County,>299 beds,"November 20, 2023"
1718,527,753052953,Christian Hospital Northeast,Christian Hospital Northeast,11133 Dunn Road,St Louis,MO,63136,29189,475,N,Y,N,N,260180,St. Louis County,>299 beds,"November 20, 2023"
1719,1334,237246265,Saint Francis Medical Center,Saint Francis Medical Center,211 St Francis Drive,Cape Girardeau,MO,63703,29031,308,N,Y,N,N,260183,Cape Girardeau County,>299 beds,"November 20, 2023"
1720,1335,237339737,Lake Regional Health System,Lake Regional Health System,54 Hospital Drive,Osage Beach,MO,65065,29029,99,N,N,N,N,260186,Camden County,<100 beds,"November 20, 2023"
1721,527,753052953,Barnes Jewish St Peters Hospital,Barnes Jewish St Peters Hospital,10 Hospital Drive,St Peters,MO,63376,29183,111,N,Y,N,N,260191,St. Charles County,100-299 beds,"November 20, 2023"
1722,1336,431284526,St Marys Medical Center,,201 Nw R D Mize Rd,Blue Springs,MO,64014,29095,111,Y,Y,N,N,260193,Jackson County,100-299 beds,"November 20, 2023"
1723,1305,431343281,Ssm St Joseph Health Center - Wentzville,,500 Medical Drive,Wentzville,MO,63385,29183,67,N,Y,N,N,260198,St. Charles County,<100 beds,"November 20, 2023"
1724,1305,431343281,Ssm Health St Joseph Hospital - Lsl,Ssm Health St Joseph Hospital - Lsl,100 Medical Plaza,Lake St Louis,MO,63367,29183,100,Y,Y,N,N,260200,St. Charles County,100-299 beds,"November 20, 2023"
1725,1317,440565393,St Lukes Northland Hospital - Smithville,,601 S 169 Highway,Smithville,MO,64089,29165,55,N,Y,N,N,260202,Platte County,<100 beds,"November 20, 2023"
1726,1337,431933950,Saint Lukes Cancer Institute,Saint Lukes Cancer Institute,4321 Washington  Ste 4000,Kansas City,MO,64111,29095,84,N,Y,N,Y,260211,Jackson County,<100 beds,"November 20, 2023"
1727,1338,562488077,St Lukes East - Lees Summit,St Lukes East - Lees Summit,100 Ne St Lukes Boulevard,Lees Summit,MO,64086,29095,52,N,Y,N,N,260216,Jackson County,<100 beds,"November 20, 2023"
1728,527,753052953,Progress West Hospital,Progress West Hospital,2 Progress Point Parkway,Ofallon,MO,63368,29183,76,N,Y,N,N,260219,St. Charles County,<100 beds,"November 20, 2023"
